param_name,run_name,data_name,mv_acc,womv_acc,hyper_param
"base_param,data_option-mvtec_zipper_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-3,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks3-acti1",MVRec-mso-EchoClassfierF-ks3-acti1,mvtec_zipper_data,"{'mean': 0.9024, 'std': 0.0231, 'num': 5, 'values': [0.8659, 0.9268, 0.9024, 0.8902, 0.9268]}","{'mean': 0.7268, 'std': 0.0274, 'num': 5, 'values': [0.7561, 0.7561, 0.6829, 0.7195, 0.7195]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 3, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
"base_param,data_option-mvtec_carpet_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-5,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks5-acti1",MVRec-mso-EchoClassfierF-ks5-acti1,mvtec_carpet_data,"{'mean': 0.8636, 'std': 0.0203, 'num': 5, 'values': [0.8636, 0.8409, 0.8409, 0.8864, 0.8864]}","{'mean': 0.8409, 'std': 0.0144, 'num': 5, 'values': [0.8409, 0.8409, 0.8409, 0.8182, 0.8636]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 5, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
"base_param,data_option-mvtec_grid_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-5,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks5-acti1",MVRec-mso-EchoClassfierF-ks5-acti1,mvtec_grid_data,"{'mean': 0.8081, 'std': 0.0277, 'num': 5, 'values': [0.8163, 0.7755, 0.8571, 0.7959, 0.7959]}","{'mean': 0.649, 'std': 0.0569, 'num': 5, 'values': [0.6122, 0.6327, 0.5714, 0.7143, 0.7143]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 5, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
"base_param,data_option-mvtec_leather_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-5,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks5-acti1",MVRec-mso-EchoClassfierF-ks5-acti1,mvtec_leather,"{'mean': 0.9136, 'std': 0.0091, 'num': 5, 'values': [0.9091, 0.9091, 0.9318, 0.9091, 0.9091]}","{'mean': 0.8318, 'std': 0.0422, 'num': 5, 'values': [0.8409, 0.8636, 0.8864, 0.7727, 0.7955]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 5, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
"base_param,data_option-mvtec_tile_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-5,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks5-acti1",MVRec-mso-EchoClassfierF-ks5-acti1,mvtec_tile_data,"{'mean': 0.9762, 'std': 0.0, 'num': 5, 'values': [0.9762, 0.9762, 0.9762, 0.9762, 0.9762]}","{'mean': 0.9714, 'std': 0.0095, 'num': 5, 'values': [0.9762, 0.9762, 0.9762, 0.9762, 0.9524]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 5, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
"base_param,data_option-mvtec_wood_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-5,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks5-acti1",MVRec-mso-EchoClassfierF-ks5-acti1,mvtec_wood_data,"{'mean': 0.9571, 'std': 0.03, 'num': 5, 'values': [0.9714, 0.9714, 0.9571, 0.9857, 0.9]}","{'mean': 0.9114, 'std': 0.0305, 'num': 5, 'values': [0.9571, 0.8857, 0.8714, 0.9286, 0.9143]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 5, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
"base_param,data_option-mvtec_bottle_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-5,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks5-acti1",MVRec-mso-EchoClassfierF-ks5-acti1,mvtec_bottle_data,"{'mean': 0.7875, 'std': 0.0125, 'num': 5, 'values': [0.7812, 0.7812, 0.8125, 0.7812, 0.7812]}","{'mean': 0.6938, 'std': 0.0459, 'num': 5, 'values': [0.625, 0.6562, 0.75, 0.7188, 0.7188]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 5, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
"base_param,data_option-mvtec_cable_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-5,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks5-acti1",MVRec-mso-EchoClassfierF-ks5-acti1,mvtec_cable_data,"{'mean': 0.9369, 'std': 0.014, 'num': 5, 'values': [0.9123, 0.9474, 0.9298, 0.9474, 0.9474]}","{'mean': 0.8631, 'std': 0.034, 'num': 5, 'values': [0.8596, 0.807, 0.8596, 0.9123, 0.8772]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 5, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
"base_param,data_option-mvtec_capsule_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-5,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks5-acti1",MVRec-mso-EchoClassfierF-ks5-acti1,mvtec_capsule_data,"{'mean': 0.834, 'std': 0.0346, 'num': 5, 'values': [0.7736, 0.8302, 0.8679, 0.8302, 0.8679]}","{'mean': 0.7434, 'std': 0.0692, 'num': 5, 'values': [0.7547, 0.6792, 0.8679, 0.7358, 0.6792]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 5, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
"base_param,data_option-mvtec_hazelnut_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-5,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks5-acti1",MVRec-mso-EchoClassfierF-ks5-acti1,mvtec_hazelnut_data,"{'mean': 0.8743, 'std': 0.0642, 'num': 5, 'values': [0.9429, 0.9143, 0.7714, 0.8286, 0.9143]}","{'mean': 0.7886, 'std': 0.0229, 'num': 5, 'values': [0.8286, 0.7714, 0.7714, 0.7714, 0.8]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 5, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
"base_param,data_option-mvtec_metal_nut_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-5,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks5-acti1",MVRec-mso-EchoClassfierF-ks5-acti1,mvtec_metal_nut_data,"{'mean': 0.928, 'std': 0.0588, 'num': 5, 'values': [0.98, 0.94, 0.92, 0.82, 0.98]}","{'mean': 0.848, 'std': 0.0449, 'num': 5, 'values': [0.92, 0.82, 0.82, 0.8, 0.88]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 5, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
"base_param,data_option-mvtec_pill_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-5,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks5-acti1",MVRec-mso-EchoClassfierF-ks5-acti1,mvtec_pill,"{'mean': 0.8593, 'std': 0.0167, 'num': 5, 'values': [0.8765, 0.8642, 0.8272, 0.8642, 0.8642]}","{'mean': 0.7531, 'std': 0.0175, 'num': 5, 'values': [0.7654, 0.7778, 0.7284, 0.7531, 0.7407]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 5, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
"base_param,data_option-mvtec_screw_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-5,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks5-acti1",MVRec-mso-EchoClassfierF-ks5-acti1,mvtec_screw_data,"{'mean': 0.9, 'std': 0.0279, 'num': 5, 'values': [0.85, 0.9, 0.9, 0.9333, 0.9167]}","{'mean': 0.8233, 'std': 0.0389, 'num': 5, 'values': [0.8167, 0.7833, 0.7833, 0.8833, 0.85]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 5, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
"base_param,data_option-mvtec_transistor_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-5,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks5-acti1",MVRec-mso-EchoClassfierF-ks5-acti1,mvtec_transistor_data,"{'mean': 1.0, 'std': 0.0, 'num': 5, 'values': [1.0, 1.0, 1.0, 1.0, 1.0]}","{'mean': 0.9524, 'std': 0.0, 'num': 5, 'values': [0.9524, 0.9524, 0.9524, 0.9524, 0.9524]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 5, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
"base_param,data_option-mvtec_zipper_data,ClipModel.classifier-EchoClassfierF,ClipModel.backbone_name-ViT-L/14,ClipModel.clip_name-AlphaClip,debug.k_shot-5,data.input_shape-224,data.mv_method-mso,debug.acti_beta-1,exp_name-best_exp_train,run_name-MVRec-mso-EchoClassfierF-ks5-acti1",MVRec-mso-EchoClassfierF-ks5-acti1,mvtec_zipper_data,"{'mean': 0.9195, 'std': 0.0183, 'num': 5, 'values': [0.9024, 0.9512, 0.9024, 0.9146, 0.9268]}","{'mean': 0.7781, 'std': 0.0453, 'num': 5, 'values': [0.8171, 0.8171, 0.7683, 0.6951, 0.7927]}","{'k_patch': 2, 'sdpa_scale': 300, 'ft_epo': 500, 'train_sk': False, 'acti_beta': 1, 'fvns': 1, 'fvnq': 1, 'trip_loss_weight': 4, 'trip_loss_margin': 0.5, 'mulit_view': 1, 'k_shot': 5, 'num_sampling': 5, 'infer_style': 'assemble_uncertainty', 'zip_config_index': 6, 'text_logits_wight': 0, 'uncertainty_alpha': 2}"
